#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:aligned" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:aligned" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:aligned" spec="beast.base.evolution.tree.Tree">
#                <trait id="dateTrait.t:aligned" spec="beast.base.evolution.tree.TraitSet" traitname="date">
#                                    Japan/SZ-NIG-Y223038/2022=2022,
#VNM/OUCRU-NHTD3617/2022=2022,
#KEN/C120125/2022=2022,
#Switzerland/GE-HUG-40509532/2023=2023,
#England/QEUH-326BE15A/2023=2023,
#USA/VI-CDC-2-6875014/2023=2023,
#Switzerland/BS-UHB-USB_2023_01_30_f6430886/2023=2023,
#THA/CONI-3921/2022=2022,
#USA/AK-USAFSAM-S21082/2023=2023,
#BHR/660304023/2022=2022,
#USA/UT-CDC-VSX-A079256/2023=2023,
#Canisfamiliaris/NAM/1256/2022=2022,
#NZL/22CH0368/2022=2022,
#USA/CA-CDC-STM-NBU4XHDMV/2022=2022,
#THA/CONI-3908/2022=2022,
#USA/NC-CDC-LC0895050/2022=2022,
#IRQ/BG-USAFSAM-S20950/2022=2022,
#CHN/CPL-12-52/2022=2022,
#USA/LA-CDC-QDX41868225/2022=2022,
#Japan/SZ-NIG-Y222450/2022=2022,
#BEL/HT-USAFSAM-S20836/2022=2022,
#LAO/LOMWRU-0853/2022=2022,
#KEN/SS11283/2022=2022,
#England/BRBR-32657988/2022=2022,
#SYC/SS10817/2022=2022,
#LAO/LOMWRU-0868/2022=2022,
#LAO/LOMWRU-0651/2022=2022,
#THA/CONI-3889/2022=2022,
#NZL/20CV0055/2020=2020,
#USA/VA-VTVAS3-GSC23203/2021=2021,
#OX352506=2506,
#Switzerland/BE-SRO-5000138287/2022=2022,
#Liechtenstein/FL-Risch-0926R13825/2022=2022,
#TWN/KMUH-33/2022=2022,
#Liechtenstein/FL-Risch-1219R15476/2022=2022,
#England/LSPA-325E464E/2022=2022,
#BHR/390105767/2022=2022,
#Japan/PG-250552/2022=2022,
#Switzerland/SG-Risch-1012R14178/2022=2022,
#USA/MN-CDC-QDX42000672/2022=2022,
#Liechtenstein/FL-Risch-0923R13838/2022=2022,
#OX451126=2022,
#LBY/59772-19/2022=2022,
#Switzerland/ZH-ETHZ-38004464/2022=2022,
#England/MILK-800BDA/2020=2020,
#England/BRBR-326ECF59/2023=2023,
#OX450918=2022,
#KEN/SS11076/2022=2022,
#BRA/DF-NXBS126GENOV827515027588/2021=2021,
#USA/NE-CDC-LC0925904/2022=2022                
#                                    <taxa id="TaxonSet.aligned supershort 100" spec="beast.base.evolution.alignment.TaxonSet">
#                    </taxa>
#                </trait>
#                <taxonset idref="TaxonSet.aligned supershort 100"/>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:aligned" name="distribution" x="@birthRate.t:aligned">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ClockPrior.c:aligned" name="distribution">
#            <parameter id="clockRate.c:aligned" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@aligned supershort 100" id="treeLikelihood.aligned supershort 100" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:aligned">
#            <siteModel id="SiteModel.s:aligned" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:aligned" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:aligned" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:aligned" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:aligned" spec="beast.base.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:aligned" id="StrictClock.c:aligned" spec="beast.base.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	YuleModel	birthRate	clockRate
8834000	-264517.3262723395	-264012.8296034775	-504.4966688620252	-264012.8296034775	38341.04979073861	509820.74470376445	-504.4966688620252	8.930115825100975E-5	Infinity
8835000	-264542.33544296084	-264012.8296034775	-529.50583948333	-264012.8296034775	63968.60818654334	857090.8493255761	-529.50583948333	4.832213418495552E-5	Infinity
8836000	-264576.737443448	-264012.8296034775	-563.9078399704696	-264012.8296034775	125730.13968721624	1769463.9025384004	-563.9078399704696	2.635749900502164E-5	Infinity
8837000	-264555.20531254367	-264012.8296034775	-542.3757090661481	-264012.8296034775	75663.17294853073	1118075.9359723865	-542.3757090661481	3.645719636211851E-5	Infinity
8838000	-264590.60335400986	-264012.8296034775	-577.7737505323851	-264012.8296034775	199791.92373307497	2354238.538155483	-577.7737505323851	1.9545877720755862E-5	Infinity
8839000	-264536.63606695906	-264012.8296034775	-523.8064634815917	-264012.8296034775	44763.68411044065	767629.5897344179	-523.8064634815917	6.052043012761553E-5	Infinity
8840000	-264567.18125083327	-264012.8296034775	-554.3516473557501	-264012.8296034775	99554.17197030166	1452679.4922836334	-554.3516473557501	3.33011870068146E-5	Infinity
8841000	-264615.0765738716	-264012.8296034775	-602.2469703940764	-264012.8296034775	265859.43228731863	3827310.62763506	-602.2469703940764	1.5347521805860216E-5	Infinity
8842000	-264595.3066729832	-264012.8296034775	-582.4770695057273	-264012.8296034775	244609.73454107528	2591511.026413294	-582.4770695057273	1.7508474541924028E-5	Infinity
8843000	-264616.82543374365	-264012.8296034775	-603.9958302661471	-264012.8296034775	304128.7232821852	3910118.096556433	-603.9958302661471	1.594379617506747E-5	Infinity
8844000	-264566.68139225995	-264012.8296034775	-553.8517887824571	-264012.8296034775	120683.17329768352	1431755.5833554536	-553.8517887824571	3.0716444378483015E-5	Infinity
8845000	-264536.1196421856	-264012.8296034775	-523.2900387080497	-264012.8296034775	70289.55486574829	757798.7677751551	-523.2900387080497	6.69707518625185E-5	Infinity
8846000	-264570.1354469022	-264012.8296034775	-557.3058434247049	-264012.8296034775	103074.35947268117	1531944.1883968357	-557.3058434247049	3.56515683783663E-5	Infinity
8847000	-264561.7764270166	-264012.8296034775	-548.9468235390916	-264012.8296034775	87980.50735029981	1296367.0369367325	-548.9468235390916	3.926677783066501E-5	Infinity
8848000	-264576.6753148988	-264012.8296034775	-563.8457114212708	-264012.8296034775	117909.39124750957	1733861.9378432988	-563.8457114212708	3.374186017754251E-5	Infinity
8849000	-264551.5502594437	-264012.8296034775	-538.7206559662237	-264012.8296034775	52746.900568650875	1024718.3408324528	-538.7206559662237	3.7357723647714974E-5	Infinity
8850000	-264558.6613073354	-264012.8296034775	-545.8317038579509	-264012.8296034775	101926.16792645468	1179419.2286781794	-545.8317038579509	5.1688553305279046E-5	Infinity
8851000	-264532.01252675767	-264012.8296034775	-519.182923280168	-264012.8296034775	50190.257076319656	695451.3405770041	-519.182923280168	6.442016082559172E-5	Infinity
8852000	-264590.4018413824	-264012.8296034775	-577.5722379048889	-264012.8296034775	225497.69278235154	2342708.086715064	-577.5722379048889	2.2083647532903787E-5	Infinity
8853000	-264562.60416612314	-264012.8296034775	-549.7745626456513	-264012.8296034775	89874.84730046915	1308925.396466185	-549.7745626456513	4.193615421668144E-5	Infinity
8854000	-264525.1841986942	-264012.8296034775	-512.3545952167134	-264012.8296034775	38552.03194944406	602699.0950198425	-512.3545952167134	7.642065008491051E-5	Infinity
8855000	-264548.87104180525	-264012.8296034775	-536.0414383277517	-264012.8296034775	68977.79046047342	951365.0947837334	-536.0414383277517	3.717789659134618E-5	Infinity
8856000	-264520.65125267714	-264012.8296034775	-507.82164919963867	-264012.8296034775	43920.94779771817	540878.4322334126	-507.82164919963867	1.0072840362602536E-4	Infinity
8857000	-264497.6650956918	-264012.8296034775	-484.8354922143179	-264012.8296034775	27407.986189752806	314741.88490281627	-484.8354922143179	1.0216573858760858E-4	Infinity
8858000	-264496.77536216896	-264012.8296034775	-483.9457586914797	-264012.8296034775	22602.487972426043	326797.8468072229	-483.9457586914797	1.4649097332395996E-4	Infinity
8859000	-264535.2009666243	-264012.8296034775	-522.3713631468049	-264012.8296034775	62393.879030766155	741614.8025799748	-522.3713631468049	7.021870306694212E-5	Infinity
8860000	-264553.60166263435	-264012.8296034775	-540.7720591568759	-264012.8296034775	60484.31329280646	1093924.4201929977	-540.7720591568759	4.168208337863022E-5	Infinity
8861000	-264599.62288464373	-264012.8296034775	-586.793281166249	-264012.8296034775	179766.9850775515	2837593.527743612	-586.793281166249	1.7616303625657652E-5	Infinity
8862000	-264598.8466953941	-264012.8296034775	-586.017091916582	-264012.8296034775	227437.68488444912	2778601.330613129	-586.017091916582	1.5731424038229127E-5	Infinity
8863000	-264612.84777396615	-264012.8296034775	-600.0181704886568	-264012.8296034775	190744.360058088	3723152.61405496	-600.0181704886568	1.2608778914766196E-5	Infinity
8864000	-264597.95090788655	-264012.8296034775	-585.1213044090689	-264012.8296034775	229094.10692740895	2741660.851274545	-585.1213044090689	1.7232405695460608E-5	Infinity
8865000	-264611.4259787719	-264012.8296034775	-598.5963752943692	-264012.8296034775	262253.6532042483	3618086.960324541	-598.5963752943692	1.3281550439532701E-5	Infinity
8866000	-264574.998442109	-264012.8296034775	-562.1688386314688	-264012.8296034775	130076.26189213117	1703410.5443071816	-562.1688386314688	2.634240029027219E-5	Infinity
8867000	-264554.54637335206	-264012.8296034775	-541.7167698745692	-264012.8296034775	83213.88136734744	1075019.2616709247	-541.7167698745692	3.3459211903481455E-5	Infinity
8868000	-264537.91951542365	-264012.8296034775	-525.0899119461783	-264012.8296034775	49691.54376882029	788518.437469342	-525.0899119461783	6.204533181483119E-5	Infinity
8869000	-264566.16292647965	-264012.8296034775	-553.3333230021287	-264012.8296034775	110516.08229110573	1399598.7235227826	-553.3333230021287	4.092281637159775E-5	Infinity
8870000	-264524.8828967172	-264012.8296034775	-512.0532932397032	-264012.8296034775	47922.43695970578	596557.8860455261	-512.0532932397032	8.624985078910434E-5	Infinity
8871000	-264512.25356050476	-264012.8296034775	-499.42395702727225	-264012.8296034775	37105.45070348156	454209.49596058024	-499.42395702727225	1.1508264846494093E-4	Infinity
8872000	-264572.2098186064	-264012.8296034775	-559.3802151288664	-264012.8296034775	119415.94957102423	1609198.1084795073	-559.3802151288664	2.821126201662229E-5	Infinity
8873000	-264575.10351778317	-264012.8296034775	-562.2739143056507	-264012.8296034775	111503.7649562964	1686529.7984140033	-562.2739143056507	3.383903211938945E-5	Infinity
8874000	-264607.13770135684	-264012.8296034775	-594.3080978793294	-264012.8296034775	216508.59183538036	3294381.003738899	-594.3080978793294	1.639421247717086E-5	Infinity
8875000	-264587.9811457219	-264012.8296034775	-575.1515422444478	-264012.8296034775	197543.18761949794	2194326.0824820967	-575.1515422444478	2.64824311352966E-5	Infinity
8876000	-264581.62106498366	-264012.8296034775	-568.791461506146	-264012.8296034775	144581.94764849762	1946864.5487938004	-568.791461506146	2.224651644652722E-5	Infinity
8877000	-264571.1850152629	-264012.8296034775	-558.3554117854144	-264012.8296034775	132094.9737634071	1566338.5717048156	-558.3554117854144	2.7183163156498752E-5	Infinity
8878000	-264568.3593873158	-264012.8296034775	-555.5297838383157	-264012.8296034775	119784.52442084889	1444812.1077795934	-555.5297838383157	2.5916984544980238E-5	Infinity
8879000	-264513.10264945653	-264012.8296034775	-500.27304597904725	-264012.8296034775	34585.022519574544	465759.4990076272	-500.27304597904725	1.029170518645948E-4	Infinity
8880000	-264492.0063137979	-264012.8296034775	-479.17671032040414	-264012.8296034775	23390.73711577883	292220.98662220436	-479.17671032040414	1.3670253937271898E-4	Infinity
8881000	-264517.0359475183	-264012.8296034775	-504.20634404079385	-264012.8296034775	42674.85241286479	506581.94792217086	-504.20634404079385	9.55089543213581E-5	Infinity
8882000	-264551.6038695862	-264012.8296034775	-538.7742661087069	-264012.8296034775	58553.19631785849	1037207.2941447824	-538.7742661087069	3.924643018617992E-5	Infinity
8883000	-264578.2145250402	-264012.8296034775	-565.3849215626976	-264012.8296034775	125038.14256647871	1825504.1756274623	-565.3849215626976	2.6357483748859684E-5	Infinity
8884000	-264499.600472099	-264012.8296034775	-486.7708686214484	-264012.8296034775	32393.316264638386	347995.03823912574	-486.7708686214484	1.331497274033656E-4	Infinity
8885000	-264484.8517525952	-264012.8296034775	-472.0221491177313	-264012.8296034775	16386.730271709028	246180.91421164505	-472.0221491177313	2.1941930547284626E-4	Infinity
8886000	-264528.30250727636	-264012.8296034775	-515.4729037988656	-264012.8296034775	50945.20348134207	630702.4706778455	-515.4729037988656	9.093964659589487E-5	Infinity
8887000	-264574.9200279195	-264012.8296034775	-562.0904244420063	-264012.8296034775	110897.06092628646	1704552.2565902113	-562.0904244420063	2.7534875130741973E-5	Infinity
8888000	-264545.51576411165	-264012.8296034775	-532.6861606341506	-264012.8296034775	59960.42252558823	890703.2945266475	-532.6861606341506	4.031225446140528E-5	Infinity
8889000	-264537.93917215086	-264012.8296034775	-525.1095686733448	-264012.8296034775	59369.33637025744	775802.0728881328	-525.1095686733448	7.313434817936802E-5	Infinity
8890000	-264537.71238349203	-264012.8296034775	-524.8827800145591	-264012.8296034775	64820.532764158444	781312.6426495927	-524.8827800145591	6.721177765896183E-5	Infinity
8891000	-264547.7714270171	-264012.8296034775	-534.9418235396253	-264012.8296034775	72455.33282173837	945461.6637090611	-534.9418235396253	4.011876419517435E-5	Infinity
8892000	-264556.2656040754	-264012.8296034775	-543.4360005979131	-264012.8296034775	85949.17625142123	1155514.685251273	-543.4360005979131	4.422180127076855E-5	Infinity
8893000	-264529.48044678033	-264012.8296034775	-516.6508433028149	-264012.8296034775	42487.65673764267	645113.1297359786	-516.6508433028149	5.882018210471042E-5	Infinity
8894000	-264549.96872014203	-264012.8296034775	-537.1391166645566	-264012.8296034775	103813.84248474844	1009504.219981427	-537.1391166645566	4.2559011695915887E-5	Infinity
8895000	-264533.4826111138	-264012.8296034775	-520.6530076362943	-264012.8296034775	70120.15657848679	717264.7882862743	-520.6530076362943	7.001636508097255E-5	Infinity
8896000	-264528.12897910515	-264012.8296034775	-515.2993756276543	-264012.8296034775	48020.32810670903	635015.5909343204	-515.2993756276543	6.432516912597655E-5	Infinity
8897000	-264489.40030958946	-264012.8296034775	-476.5707061119327	-264012.8296034775	21779.737510588275	278077.8013027486	-476.5707061119327	1.6607269837196618E-4	Infinity
8898000	-264516.19403748703	-264012.8296034775	-503.36443400954215	-264012.8296034775	38053.89408816569	497381.09948403033	-503.36443400954215	9.015553677528811E-5	Infinity
8899000	-264519.0761836385	-264012.8296034775	-506.2465801610047	-264012.8296034775	39031.60832750585	525774.1210524492	-506.2465801610047	9.98475831461269E-5	Infinity
8900000	-264528.0348536409	-264012.8296034775	-515.2052501633954	-264012.8296034775	50649.03427280785	640095.4018087072	-515.2052501633954	7.159675732228996E-5	Infinity
8901000	-264516.61013874866	-264012.8296034775	-503.7805352711447	-264012.8296034775	27343.721993557756	493314.13593698794	-503.7805352711447	7.82635574261997E-5	Infinity
8902000	-264515.1289287378	-264012.8296034775	-502.29932526030314	-264012.8296034775	32146.56778173133	485270.7210330425	-502.29932526030314	1.0345189306944138E-4	Infinity
8903000	-264503.1371530298	-264012.8296034775	-490.30754955229145	-264012.8296034775	25573.27732426128	373410.384213756	-490.30754955229145	1.3750892301537038E-4	Infinity
8904000	-264511.28946476814	-264012.8296034775	-498.4598612906261	-264012.8296034775	37713.66605634078	444290.1880939555	-498.4598612906261	1.187179953516591E-4	Infinity
8905000	-264543.03772015544	-264012.8296034775	-530.2081166779142	-264012.8296034775	58272.11490357561	861067.7017972076	-530.2081166779142	6.698432819095065E-5	Infinity
8906000	-264491.48507035075	-264012.8296034775	-478.65546687325815	-264012.8296034775	33516.84331763754	291275.6851374191	-478.65546687325815	1.5535534112182163E-4	Infinity
8907000	-264480.02794510295	-264012.8296034775	-467.198341625461	-264012.8296034775	22668.318347040622	224689.71904761807	-467.198341625461	2.1463420698865701E-4	Infinity
8908000	-264545.4908180503	-264012.8296034775	-532.6612145728108	-264012.8296034775	60158.419115767334	916348.8368020656	-532.6612145728108	5.932867497954709E-5	Infinity
8909000	-264573.9018900218	-264012.8296034775	-561.0722865442809	-264012.8296034775	113923.50380264771	1667873.577002505	-561.0722865442809	2.7631447080854533E-5	Infinity
8910000	-264567.3508757423	-264012.8296034775	-554.5212722648037	-264012.8296034775	108577.71279893065	1453647.1424931244	-554.5212722648037	3.074158791425166E-5	Infinity
8911000	-264543.5303732171	-264012.8296034775	-530.700769739584	-264012.8296034775	60419.56882505423	887371.0469847968	-530.700769739584	5.321668460067961E-5	Infinity
8912000	-264551.70016206696	-264012.8296034775	-538.8705585894356	-264012.8296034775	78560.70176439648	1051428.7008510253	-538.8705585894356	4.3366547938997416E-5	Infinity
8913000	-264540.014831269	-264012.8296034775	-527.1852277914769	-264012.8296034775	53527.06432230493	821998.643954876	-527.1852277914769	5.3735738338812086E-5	Infinity
8914000	-264535.9407859466	-264012.8296034775	-523.1111824691102	-264012.8296034775	46491.8075366531	726316.4065178717	-523.1111824691102	4.861088091309224E-5	Infinity
8915000	-264496.01702294045	-264012.8296034775	-483.1874194629713	-264012.8296034775	24373.01279882515	320745.39162979316	-483.1874194629713	1.3142231704254593E-4	Infinity
8916000	-264485.4287157187	-264012.8296034775	-472.59911224115484	-264012.8296034775	12543.36512926	249083.35054793456	-472.59911224115484	2.1819349803854315E-4	Infinity
8917000	-264515.5052287816	-264012.8296034775	-502.67562530408145	-264012.8296034775	53495.79526891212	484130.9915780536	-502.67562530408145	1.1260541194262611E-4	Infinity
8918000	-264584.2948219313	-264012.8296034775	-571.4652184538005	-264012.8296034775	208417.29161628935	2044453.58956691	-571.4652184538005	2.758878733119481E-5	Infinity
8919000	-264645.040742918	-264012.8296034775	-632.2111394404773	-264012.8296034775	540327.9577332779	7192938.745767885	-632.2111394404773	7.248807411106232E-6	Infinity
8920000	-264673.29197898495	-264012.8296034775	-660.462375507462	-264012.8296034775	955677.3121975181	1.2280331681733213E7	-660.462375507462	5.302791378714341E-6	Infinity
8921000	-264633.8538136611	-264012.8296034775	-621.0242101836127	-264012.8296034775	348351.14471632824	5537149.683231716	-621.0242101836127	6.694492826329185E-6	Infinity
8922000	-264616.7850423564	-264012.8296034775	-603.9554388789353	-264012.8296034775	283034.5338546979	4039314.1202463214	-603.9554388789353	1.2034932819305042E-5	Infinity
8923000	-264628.4120356922	-264012.8296034775	-615.5824322146744	-264012.8296034775	439449.41323919466	4870026.1334283	-615.5824322146744	1.356965692902042E-5	Infinity
8924000	-264591.2482653053	-264012.8296034775	-578.4186618278133	-264012.8296034775	200063.82872006646	2382899.8216957333	-578.4186618278133	2.184973048358823E-5	Infinity
8925000	-264587.5185733016	-264012.8296034775	-574.6889698241293	-264012.8296034775	127725.39471571353	2190788.968779788	-574.6889698241293	1.9196802895337174E-5	Infinity
8926000	-264544.12761275773	-264012.8296034775	-531.2980092802368	-264012.8296034775	60954.50669230524	880250.2725185045	-531.2980092802368	6.580909453981537E-5	Infinity
8927000	-264546.87103740574	-264012.8296034775	-534.0414339282263	-264012.8296034775	57827.04891537489	948371.4132832997	-534.0414339282263	5.4694905449697284E-5	Infinity
8928000	-264590.68096888	-264012.8296034775	-577.8513654025228	-264012.8296034775	165304.22624439697	2335560.214012613	-577.8513654025228	2.397910013068479E-5	Infinity
8929000	-264599.90923949104	-264012.8296034775	-587.0796360135695	-264012.8296034775	195245.57120615328	2829388.017323996	-587.0796360135695	1.9599287026587468E-5	Infinity
8930000	-264628.5204426453	-264012.8296034775	-615.6908391678218	-264012.8296034775	521361.5317758142	5134007.562923685	-615.6908391678218	9.09564919966092E-6	Infinity
8931000	-264609.269310213	-264012.8296034775	-596.4397067354784	-264012.8296034775	232181.23992728436	3461557.7251423383	-596.4397067354784	1.4028667452113178E-5	Infinity
8932000	-264564.29470695264	-264012.8296034775	-551.4651034751654	-264012.8296034775	104281.77884983816	1350694.2794528976	-551.4651034751654	4.1633342254962895E-5	Infinity
8933000	-264487.8985862508	-264012.8296034775	-475.0689827732748	-264012.8296034775	15754.664493736427	267908.047853736	-475.0689827732748	1.5364006111924186E-4	Infinity
8934000	-264479.2968163946	-264012.8296034775	-466.46721291712964	-264012.8296034775	14883.220868231365	220131.06334532856	-466.46721291712964	2.261549544183164E-4	Infinity
8935000	-264502.081133396	-264012.8296034775	-489.25152991853076	-264012.8296034775	24516.284056505017	356676.1324067948	-489.25152991853076	1.0087707587042063E-4	Infinity
8936000	-264495.44072998717	-264012.8296034775	-482.6111265096541	-264012.8296034775	25232.038585354938	317426.4753192584	-482.6111265096541	1.3738754200512916E-4	Infinity
8937000	-264543.9707866549	-264012.8296034775	-531.1411831774424	-264012.8296034775	60393.08443127387	843298.0351525306	-531.1411831774424	7.813737274796818E-5	Infinity
8938000	-264543.804219001	-264012.8296034775	-530.9746155234567	-264012.8296034775	65926.11485320823	876418.2758256608	-530.9746155234567	6.534336714499533E-5	Infinity
8939000	-264532.41325763124	-264012.8296034775	-519.58365415377	-264012.8296034775	49712.81560303974	700443.8473048899	-519.58365415377	7.285753967938413E-5	Infinity
8940000	-264559.77283632744	-264012.8296034775	-546.9432328499224	-264012.8296034775	98796.60264445207	1240192.8030947777	-546.9432328499224	4.243489984368397E-5	Infinity
8941000	-264561.553587663	-264012.8296034775	-548.7239841855112	-264012.8296034775	103406.48189310722	1290413.5788047458	-548.7239841855112	3.522715267813003E-5	Infinity
8942000	-264578.4619923641	-264012.8296034775	-565.6323888865977	-264012.8296034775	98225.66113247836	1745647.6451275311	-565.6323888865977	1.9889443858638495E-5	Infinity
8943000	-264585.7250366926	-264012.8296034775	-572.8954332150594	-264012.8296034775	151825.33691641293	2084731.8299735333	-572.8954332150594	2.8474203716772417E-5	Infinity
8944000	-264575.9261660484	-264012.8296034775	-563.0965625709072	-264012.8296034775	144935.47612225637	1741149.0570624673	-563.0965625709072	2.782823322651008E-5	Infinity
8945000	-264528.69332187145	-264012.8296034775	-515.8637183939337	-264012.8296034775	48419.53485006424	642773.41915407	-515.8637183939337	8.43402800899582E-5	Infinity
8946000	-264516.63164246565	-264012.8296034775	-503.8020389881322	-264012.8296034775	48798.74327082584	492972.8799810542	-503.8020389881322	7.782977822230369E-5	Infinity
8947000	-264543.49740117544	-264012.8296034775	-530.6677976979312	-264012.8296034775	63335.693582723296	876952.6706751442	-530.6677976979312	6.283025883146542E-5	Infinity
8948000	-264539.23124127806	-264012.8296034775	-526.401637800567	-264012.8296034775	73250.23837673763	793267.7132558099	-526.401637800567	7.323425926315983E-5	Infinity
8949000	-264520.3856493571	-264012.8296034775	-507.5560458796264	-264012.8296034775	38306.70105031412	542088.9587764147	-507.5560458796264	9.46871684464578E-5	Infinity
8950000	-264511.5763171955	-264012.8296034775	-498.7467137180094	-264012.8296034775	23581.533607774334	436601.4222642514	-498.7467137180094	8.221992162528227E-5	Infinity
8951000	-264489.85554661806	-264012.8296034775	-477.0259431405742	-264012.8296034775	21060.541015681592	272188.69876115065	-477.0259431405742	2.0894189487917703E-4	Infinity
8952000	-264532.0979066416	-264012.8296034775	-519.2683031641069	-264012.8296034775	42530.01419172292	696130.803011521	-519.2683031641069	7.283395083897983E-5	Infinity
8953000	-264531.058021873	-264012.8296034775	-518.2284183955168	-264012.8296034775	51737.60329105145	682394.7854994514	-518.2284183955168	7.133640213665835E-5	Infinity
8954000	-264492.91185160633	-264012.8296034775	-480.0822481288402	-264012.8296034775	19948.31436054188	300294.33831522416	-480.0822481288402	1.576991228328024E-4	Infinity
8955000	-264537.1355012727	-264012.8296034775	-524.3058977952124	-264012.8296034775	69317.55166510242	758317.9658266349	-524.3058977952124	5.0342401931404886E-5	Infinity
8956000	-264564.10956914676	-264012.8296034775	-551.2799656692531	-264012.8296034775	109270.72289873242	1350082.0310492886	-551.2799656692531	4.076780511393807E-5	Infinity
8957000	-264595.6695874259	-264012.8296034775	-582.8399839484036	-264012.8296034775	209429.18117832582	2585371.440327516	-582.8399839484036	2.1842552170318548E-5	Infinity
8958000	-264583.4956354951	-264012.8296034775	-570.6660320176446	-264012.8296034775	127050.54529730504	2035576.3948909445	-570.6660320176446	2.3329740367229007E-5	Infinity
8959000	-264595.7230166675	-264012.8296034775	-582.8934131900456	-264012.8296034775	174876.83694157784	2610005.5375008606	-582.8934131900456	1.7050746852514492E-5	Infinity
8960000	-264608.1205569778	-264012.8296034775	-595.29095350032	-264012.8296034775	236959.89186564062	3350168.502130323	-595.29095350032	1.6564677014297003E-5	Infinity
8961000	-264613.2985266227	-264012.8296034775	-600.468923145183	-264012.8296034775	270901.5515440786	3588534.7426231382	-600.468923145183	1.8129616483589592E-5	Infinity
8962000	-264617.07145634125	-264012.8296034775	-604.2418528637428	-264012.8296034775	277694.0678959504	4063036.2285814206	-604.2418528637428	1.1904056778242696E-5	Infinity
8963000	-264642.6408614838	-264012.8296034775	-629.8112580063081	-264012.8296034775	424993.4619149151	6763025.702305428	-629.8112580063081	6.054341450959522E-6	Infinity
8964000	-264621.53257636225	-264012.8296034775	-608.7029728847605	-264012.8296034775	305096.55860491935	4452681.10352284	-608.7029728847605	1.0930008951172394E-5	Infinity
8965000	-264642.43495301873	-264012.8296034775	-629.6053495412274	-264012.8296034775	481328.4750745781	6819186.625481316	-629.6053495412274	7.644744803656153E-6	Infinity
8966000	-264682.70054720016	-264012.8296034775	-669.870943722637	-264012.8296034775	953871.8200259537	1.5325671380765397E7	-669.870943722637	3.7993113479782464E-6	Infinity
8967000	-264646.5271319581	-264012.8296034775	-633.6975284806098	-264012.8296034775	709640.0890339052	7141927.620268194	-633.6975284806098	8.947652616389114E-6	Infinity
8968000	-264641.9135097711	-264012.8296034775	-629.083906293625	-264012.8296034775	451278.96050870186	6726905.783430179	-629.083906293625	8.018270860960717E-6	Infinity
8969000	-264657.5131025819	-264012.8296034775	-644.683499104396	-264012.8296034775	870443.61081443	9302905.960884495	-644.683499104396	5.138791183249067E-6	Infinity
8970000	-264685.0989130812	-264012.8296034775	-672.2693096037185	-264012.8296034775	1040918.1630015958	1.5934756820647774E7	-672.2693096037185	2.421307208280624E-6	Infinity
8971000	-264690.53358304536	-264012.8296034775	-677.7039795678755	-264012.8296034775	1399563.202824954	1.7901440591224503E7	-677.7039795678755	3.3296376554890486E-6	Infinity
8972000	-264651.5301834712	-264012.8296034775	-638.7005799936937	-264012.8296034775	678162.6733511739	8186009.869748992	-638.7005799936937	5.353947991367241E-6	Infinity
8973000	-264632.47490690846	-264012.8296034775	-619.6453034309801	-264012.8296034775	555537.93059847	5531775.239288054	-619.6453034309801	7.793793152898221E-6	Infinity
8974000	-264534.30768286565	-264012.8296034775	-521.4780793881682	-264012.8296034775	52715.463086131	725956.7659236194	-521.4780793881682	5.801254789684561E-5	Infinity
8975000	-264593.79435881594	-264012.8296034775	-580.9647553384132	-264012.8296034775	209336.31311183234	2517726.0112752807	-580.9647553384132	1.9241187176208324E-5	Infinity
8976000	-264573.4811747513	-264012.8296034775	-560.651571273801	-264012.8296034775	127861.31566889466	1636106.7921528234	-560.651571273801	3.422068163165525E-5	Infinity
